% format: hum_front_[alt]_hPa(city1,city2,yyyy,mm,dd,h).

hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,21).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,24,21).
hum_front_300_hPa(lignano_grado,trieste,2019,4,24,22).
hum_front_300_hPa(gorizia,trieste,2019,4,24,22).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,23).
hum_front_300_hPa(lignano_grado,trieste,2019,4,24,23).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,24,23).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,23).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,25,0).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,0).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,25,0).
hum_front_300_hPa(barcis,pordenone,2019,4,25,0).
hum_front_300_hPa(gorizia,lignano_grado,2019,4,25,0).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,25,0).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,25,0).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,25,1).
hum_front_300_hPa(lignano_grado,trieste,2019,4,25,1).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,25,1).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,25,1).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,25,1).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,25,1).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,2).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,25,2).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,25,2).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,25,2).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,3).
hum_front_300_hPa(lignano_grado,trieste,2019,4,25,3).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,25,3).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,25,3).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,25,6).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,25,6).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,25,6).
hum_front_300_hPa(gemona_stolvizza,udine_palmanova,2019,4,25,6).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,25,6).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,7).
hum_front_300_hPa(lignano_grado,trieste,2019,4,25,7).
hum_front_300_hPa(barcis,pordenone,2019,4,25,7).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,25,7).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,25,7).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,25,7).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,8).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,25,8).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,25,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,25,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,9).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,25,9).
hum_front_300_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,25,9).
hum_front_300_hPa(pordenone,sappada_forni_villa,2019,4,25,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,25,10).
hum_front_300_hPa(gorizia,udine_palmanova,2019,4,25,10).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,25,10).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,26,4).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,26,4).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,26,4).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,26,5).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,26,5).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,26,5).
hum_front_300_hPa(lignano_grado,trieste,2019,4,26,6).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,26,6).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,26,6).
hum_front_300_hPa(lignano_grado,trieste,2019,4,26,7).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,26,7).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,26,7).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,26,8).
hum_front_300_hPa(gorizia,pontebba_tarvisio,2019,4,26,8).
hum_front_300_hPa(gemona_stolvizza,gorizia,2019,4,26,8).
hum_front_300_hPa(sappada_forni_villa,udine_palmanova,2019,4,26,9).
hum_front_300_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,26,9).
hum_front_300_hPa(lignano_grado,pordenone,2019,4,26,9).
hum_front_300_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,26,9).
hum_front_300_hPa(pordenone,udine_palmanova,2019,4,26,9).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,26,10).
hum_front_300_hPa(lignano_grado,trieste,2019,4,26,11).
hum_front_300_hPa(barcis,sappada_forni_villa,2019,4,26,11).
hum_front_300_hPa(gorizia,trieste,2019,4,26,11).
